County,Precinct,Date,Party,Method,State,Votes
12,120210,11/03/2020,IND,In Person,OK,22
12,120210,11/03/2020,REP,Absentee,OK,21
12,120210,11/03/2020,REP,Early,OK,127
12,120210,11/03/2020,REP,In Person,OK,192
12,120210,11/08/2016,DEM,Absentee,OK,7
12,120210,11/08/2016,DEM,Early,OK,44
12,120210,11/08/2016,DEM,In Person,OK,114
12,120210,11/08/2016,IND,Absentee,OK,1
12,120210,11/08/2016,IND,Early,OK,3
12,120210,11/08/2016,IND,In Person,OK,20
12,120210,11/08/2016,REP,Absentee,OK,10
12,120210,11/08/2016,REP,Early,OK,69
12,120210,11/08/2016,REP,In Person,OK,186
12,120211,11/03/2020,DEM,Absentee,OK,6
12,120211,11/03/2020,DEM,Early,OK,5
12,120211,11/03/2020,DEM,In Person,OK,41
12,120211,11/03/2020,IND,In Person,OK,4
12,120211,11/03/2020,REP,Early,OK,8
12,120211,11/03/2020,REP,In Person,OK,27
12,120211,11/08/2016,DEM,Early,OK,2
12,120211,11/08/2016,DEM,In Person,OK,46
12,120211,11/08/2016,IND,Early,OK,1
12,120211,11/08/2016,IND,In Person,OK,1
12,120211,11/08/2016,REP,Early,OK,6
12,120211,11/08/2016,REP,In Person,OK,21
12,120214,11/03/2020,DEM,Absentee,OK,10
12,120214,11/03/2020,DEM,Early,OK,49
12,120214,11/03/2020,DEM,In Person,OK,114
12,120214,11/03/2020,IND,Absentee,OK,1
12,120214,11/03/2020,IND,Early,OK,10
12,120214,11/03/2020,IND,In Person,OK,25
12,120214,11/03/2020,REP,Absentee,OK,3
12,120214,11/03/2020,REP,Early,OK,38
12,120214,11/03/2020,REP,In Person,OK,54
12,120214,11/08/2016,DEM,Absentee,OK,4
12,120214,11/08/2016,DEM,Early,OK,33
12,120214,11/08/2016,DEM,In Person,OK,126
12,120214,11/08/2016,IND,Early,OK,5
12,120214,11/08/2016,IND,In Person,OK,17
12,120214,11/08/2016,REP,Absentee,OK,2
12,120214,11/08/2016,REP,Early,OK,29
12,120214,11/08/2016,REP,In Person,OK,52
12,120215,11/03/2020,DEM,Absentee,OK,11
12,120215,11/03/2020,DEM,Early,OK,35
12,120215,11/03/2020,DEM,In Person,OK,36
12,120215,11/03/2020,IND,Absentee,OK,1
12,120215,11/03/2020,IND,Early,OK,9
12,120215,11/03/2020,IND,In Person,OK,7
12,120215,11/03/2020,LIB,Early,OK,1
12,120215,11/03/2020,LIB,In Person,OK,1
12,120215,11/03/2020,REP,Absentee,OK,9
12,120215,11/03/2020,REP,Early,OK,59
12,120215,11/03/2020,REP,In Person,OK,45
12,120215,11/08/2016,DEM,Absentee,OK,5
12,120215,11/08/2016,DEM,Early,OK,23
12,120215,11/08/2016,DEM,In Person,OK,56
12,120215,11/08/2016,IND,Absentee,OK,1
12,120215,11/08/2016,IND,Early,OK,9
12,120215,11/08/2016,IND,In Person,OK,9
12,120215,11/08/2016,REP,Absentee,OK,2
12,120215,11/08/2016,REP,Early,OK,38
12,120215,11/08/2016,REP,In Person,OK,51
12,120316,11/03/2020,DEM,Absentee,OK,28
12,120316,11/03/2020,DEM,Early,OK,110
12,120316,11/03/2020,DEM,In Person,OK,102
12,120316,11/03/2020,IND,Absentee,OK,7
12,120316,11/03/2020,IND,Early,OK,18
12,120316,11/03/2020,IND,In Person,OK,24
12,120316,11/03/2020,LIB,Early,OK,2
12,120316,11/03/2020,LIB,In Person,OK,5
12,120316,11/03/2020,REP,Absentee,OK,18
12,120316,11/03/2020,REP,Early,OK,136
12,120316,11/03/2020,REP,In Person,OK,117
12,120316,11/08/2016,DEM,Absentee,OK,7
12,120316,11/08/2016,DEM,Early,OK,80
12,120316,11/08/2016,DEM,In Person,OK,173
12,120316,11/08/2016,IND,Absentee,OK,2
12,120316,11/08/2016,IND,Early,OK,8
12,120316,11/08/2016,IND,In Person,OK,26
12,120316,11/08/2016,LIB,In Person,OK,2
12,120316,11/08/2016,REP,Absentee,OK,5
12,120316,11/08/2016,REP,Early,OK,74
12,120316,11/08/2016,REP,In Person,OK,127
12,120318,11/03/2020,DEM,Absentee,OK,10
12,120318,11/03/2020,DEM,Early,OK,36
12,120318,11/03/2020,DEM,In Person,OK,107
12,120318,11/03/2020,IND,Absentee,OK,1
12,120318,11/03/2020,IND,Early,OK,6
12,120318,11/03/2020,IND,In Person,OK,18
12,120318,11/03/2020,REP,Absentee,OK,8
12,120318,11/03/2020,REP,Early,OK,45
12,120318,11/03/2020,REP,In Person,OK,154
12,120318,11/08/2016,DEM,Absentee,OK,3
12,120318,11/08/2016,DEM,Early,OK,39
12,120318,11/08/2016,DEM,In Person,OK,114
12,120318,11/08/2016,IND,Early,OK,5
12,120318,11/08/2016,IND,In Person,OK,13
12,120318,11/08/2016,REP,Absentee,OK,2
12,120318,11/08/2016,REP,Early,OK,34
12,120318,11/08/2016,REP,In Person,OK,130
12,120319,11/03/2020,DEM,Absentee,OK,9
12,120319,11/03/2020,DEM,Early,OK,18
12,120319,11/03/2020,DEM,In Person,OK,130
12,120319,11/03/2020,IND,Absentee,OK,1
12,120319,11/03/2020,IND,Early,OK,7
12,120319,11/03/2020,IND,In Person,OK,18
12,120319,11/03/2020,LIB,Early,OK,1
12,120319,11/03/2020,LIB,In Person,OK,1
12,120319,11/03/2020,REP,Absentee,OK,9
12,120319,11/03/2020,REP,Early,OK,35
12,120319,11/03/2020,REP,In Person,OK,119
12,120319,11/08/2016,DEM,Absentee,OK,7
12,120319,11/08/2016,DEM,Early,OK,14
12,120319,11/08/2016,DEM,In Person,OK,147
12,120319,11/08/2016,IND,Early,OK,1
12,120319,11/08/2016,IND,In Person,OK,10
12,120319,11/08/2016,LIB,In Person,OK,2
12,120319,11/08/2016,REP,Absentee,OK,9
12,120319,11/08/2016,REP,Early,OK,20
12,120319,11/08/2016,REP,In Person,OK,86
12,120320,11/03/2020,DEM,Absentee,OK,3
12,120320,11/03/2020,DEM,Early,OK,8
12,120320,11/03/2020,DEM,In Person,OK,55
12,120320,11/03/2020,IND,Early,OK,3
12,120320,11/03/2020,IND,In Person,OK,6
12,120320,11/03/2020,REP,Absentee,OK,3
12,120320,11/03/2020,REP,Early,OK,8
12,120320,11/03/2020,REP,In Person,OK,82
12,120320,11/08/2016,DEM,In Person,OK,75
12,120320,11/08/2016,IND,In Person,OK,6
12,120320,11/08/2016,REP,Early,OK,11
12,120320,11/08/2016,REP,In Person,OK,55
12,120321,11/03/2020,DEM,Absentee,OK,8
12,120321,11/03/2020,DEM,Early,OK,17
12,120321,11/03/2020,DEM,In Person,OK,137
12,120321,11/03/2020,IND,Absentee,OK,3
12,120321,11/03/2020,IND,Early,OK,6
12,120321,11/03/2020,IND,In Person,OK,18
12,120321,11/03/2020,REP,Absentee,OK,6
12,120321,11/03/2020,REP,Early,OK,34
12,120321,11/03/2020,REP,In Person,OK,143
12,120321,11/08/2016,DEM,Absentee,OK,8
12,120321,11/08/2016,DEM,Early,OK,17
12,120321,11/08/2016,DEM,In Person,OK,143
12,120321,11/08/2016,IND,Absentee,OK,5
12,120321,11/08/2016,IND,Early,OK,2
12,120321,11/08/2016,IND,In Person,OK,16
12,120321,11/08/2016,REP,Absentee,OK,1
12,120321,11/08/2016,REP,Early,OK,23
12,120321,11/08/2016,REP,In Person,OK,99
12,120322,11/03/2020,DEM,Absentee,OK,6
12,120322,11/03/2020,DEM,Early,OK,3
12,120322,11/03/2020,DEM,In Person,OK,59
12,120322,11/03/2020,IND,Early,OK,5
12,120322,11/03/2020,IND,In Person,OK,20
12,120322,11/03/2020,REP,Absentee,OK,2
12,120322,11/03/2020,REP,Early,OK,14
12,120322,11/03/2020,REP,In Person,OK,109
12,120322,11/08/2016,DEM,Absentee,OK,1
12,120322,11/08/2016,DEM,Early,OK,8
12,120322,11/08/2016,DEM,In Person,OK,69
12,120322,11/08/2016,IND,Early,OK,2
12,120322,11/08/2016,IND,In Person,OK,14
12,120322,11/08/2016,REP,Absentee,OK,3
12,120322,11/08/2016,REP,Early,OK,3
12,120322,11/08/2016,REP,In Person,OK,77
13,130002,11/03/2020,DEM,Absentee,OK,7
13,130002,11/03/2020,DEM,Early,OK,4
13,130002,11/03/2020,DEM,In Person,OK,19
13,130002,11/03/2020,IND,Absentee,OK,2
13,130002,11/03/2020,IND,In Person,OK,3
13,130002,11/03/2020,LIB,Early,OK,2
13,130002,11/03/2020,REP,Absentee,OK,18
13,130002,11/03/2020,REP,Early,OK,29
13,130002,11/03/2020,REP,In Person,OK,94
13,130002,11/08/2016,DEM,Absentee,OK,2
13,130002,11/08/2016,DEM,Early,OK,4
13,130002,11/08/2016,DEM,In Person,OK,23
13,130002,11/08/2016,IND,Absentee,OK,3
13,130002,11/08/2016,IND,In Person,OK,3
13,130002,11/08/2016,LIB,Early,OK,1
13,130002,11/08/2016,REP,Absentee,OK,13
13,130002,11/08/2016,REP,Early,OK,21
13,130002,11/08/2016,REP,In Person,OK,95
13,130003,11/03/2020,DEM,Absentee,OK,3
13,130003,11/03/2020,DEM,Early,OK,11
13,130003,11/03/2020,DEM,In Person,OK,12
13,130003,11/03/2020,IND,Early,OK,2
13,130003,11/03/2020,IND,In Person,OK,5
13,130003,11/03/2020,REP,Absentee,OK,2
13,130003,11/03/2020,REP,Early,OK,57
13,130003,11/03/2020,REP,In Person,OK,77
13,130003,11/08/2016,DEM,Absentee,OK,4
13,130003,11/08/2016,DEM,Early,OK,8
13,130003,11/08/2016,DEM,In Person,OK,19
13,130003,11/08/2016,IND,Absentee,OK,1
13,130003,11/08/2016,IND,Early,OK,1
13,130003,11/08/2016,IND,In Person,OK,3
13,130003,11/08/2016,REP,Absentee,OK,5
13,130003,11/08/2016,REP,Early,OK,38
13,130003,11/08/2016,REP,In Person,OK,83
13,130004,11/03/2020,DEM,Absentee,OK,2
13,130004,11/03/2020,DEM,Early,OK,5
13,130004,11/03/2020,DEM,In Person,OK,13
13,130004,11/03/2020,IND,Early,OK,4
13,130004,11/03/2020,IND,In Person,OK,10
13,130004,11/03/2020,REP,Absentee,OK,5
13,130004,11/03/2020,REP,Early,OK,61
13,130004,11/03/2020,REP,In Person,OK,104
13,130004,11/08/2016,DEM,Absentee,OK,1
13,130004,11/08/2016,DEM,Early,OK,6
13,130004,11/08/2016,DEM,In Person,OK,15
13,130004,11/08/2016,IND,Early,OK,3
13,130004,11/08/2016,IND,In Person,OK,8
13,130004,11/08/2016,REP,Absentee,OK,8
13,130004,11/08/2016,REP,Early,OK,41
13,130004,11/08/2016,REP,In Person,OK,116
13,130005,11/03/2020,DEM,Absentee,OK,1
13,130005,11/03/2020,DEM,Early,OK,6
13,130005,11/03/2020,DEM,In Person,OK,18
13,130005,11/03/2020,IND,Early,OK,2
13,130005,11/03/2020,IND,In Person,OK,4
13,130005,11/03/2020,REP,Absentee,OK,1
13,130005,11/03/2020,REP,Early,OK,46
13,130005,11/03/2020,REP,In Person,OK,82
13,130005,11/08/2016,DEM,Absentee,OK,1
13,130005,11/08/2016,DEM,Early,OK,9
13,130005,11/08/2016,DEM,In Person,OK,24
13,130005,11/08/2016,IND,Early,OK,2
13,130005,11/08/2016,IND,In Person,OK,7
13,130005,11/08/2016,REP,Absentee,OK,2
13,130005,11/08/2016,REP,Early,OK,28
13,130005,11/08/2016,REP,In Person,OK,91
13,130006,11/03/2020,DEM,Absentee,OK,4
13,130006,11/03/2020,DEM,Early,OK,8
13,130006,11/03/2020,DEM,In Person,OK,29
13,130006,11/03/2020,IND,Absentee,OK,1
13,130006,11/03/2020,IND,Early,OK,4
13,130006,11/03/2020,IND,In Person,OK,12
13,130006,11/03/2020,REP,Absentee,OK,23
13,130006,11/03/2020,REP,Early,OK,74
13,130006,11/03/2020,REP,In Person,OK,128
13,130006,11/08/2016,DEM,Absentee,OK,2
13,130006,11/08/2016,DEM,Early,OK,7
13,130006,11/08/2016,DEM,In Person,OK,33
13,130006,11/08/2016,IND,Early,OK,4
13,130006,11/08/2016,IND,In Person,OK,7
13,130006,11/08/2016,REP,Absentee,OK,19
13,130006,11/08/2016,REP,Early,OK,58
13,130006,11/08/2016,REP,In Person,OK,132
13,130007,11/03/2020,DEM,Absentee,OK,2
13,130007,11/03/2020,DEM,Early,OK,3
13,130007,11/03/2020,DEM,In Person,OK,7
13,130007,11/03/2020,IND,Absentee,OK,1
13,130007,11/03/2020,IND,In Person,OK,1
13,130007,11/03/2020,REP,Absentee,OK,5
13,130007,11/03/2020,REP,Early,OK,9
13,130007,11/03/2020,REP,In Person,OK,33
13,130007,11/08/2016,DEM,Early,OK,5
13,130007,11/08/2016,DEM,In Person,OK,11
13,130007,11/08/2016,IND,Absentee,OK,2
13,130007,11/08/2016,IND,In Person,OK,3
13,130007,11/08/2016,REP,Absentee,OK,5
13,130007,11/08/2016,REP,Early,OK,9
13,130007,11/08/2016,REP,In Person,OK,26
14,140001,11/03/2020,DEM,Absentee,OK,420
14,140001,11/03/2020,DEM,Early,OK,176
14,140001,11/03/2020,DEM,In Person,OK,259
14,140001,11/03/2020,IND,Absentee,OK,162
14,140001,11/03/2020,IND,Early,OK,77
14,140001,11/03/2020,IND,In Person,OK,187
14,140001,11/03/2020,LIB,Absentee,OK,4
14,140001,11/03/2020,LIB,Early,OK,1
14,140001,11/03/2020,LIB,In Person,OK,11
14,140001,11/03/2020,REP,Absentee,OK,346
14,140001,11/03/2020,REP,Early,OK,228
14,140001,11/03/2020,REP,In Person,OK,608
14,140001,11/08/2016,DEM,Absentee,OK,78
14,140001,11/08/2016,DEM,Early,OK,146
14,140001,11/08/2016,DEM,In Person,OK,413
14,140001,11/08/2016,IND,Absentee,OK,30
14,140001,11/08/2016,IND,Early,OK,50
14,140001,11/08/2016,IND,In Person,OK,204
14,140001,11/08/2016,LIB,Absentee,OK,1
14,140001,11/08/2016,LIB,In Person,OK,3
14,140001,11/08/2016,REP,Absentee,OK,104
14,140001,11/08/2016,REP,Early,OK,171
14,140001,11/08/2016,REP,In Person,OK,621
14,140002,11/03/2020,DEM,Absentee,OK,96
14,140002,11/03/2020,DEM,Early,OK,33
14,140002,11/03/2020,DEM,In Person,OK,223
14,140002,11/03/2020,IND,Absentee,OK,17
14,140002,11/03/2020,IND,Early,OK,17
14,140002,11/03/2020,IND,In Person,OK,83
14,140002,11/03/2020,LIB,In Person,OK,5
14,140002,11/03/2020,REP,Absentee,OK,29
14,140002,11/03/2020,REP,Early,OK,17
14,140002,11/03/2020,REP,In Person,OK,148
14,140002,11/08/2016,DEM,Absentee,OK,19
14,140002,11/08/2016,DEM,Early,OK,28
14,140002,11/08/2016,DEM,In Person,OK,256
14,140002,11/08/2016,IND,Absentee,OK,4
14,140002,11/08/2016,IND,Early,OK,15
14,140002,11/08/2016,IND,In Person,OK,73
14,140002,11/08/2016,LIB,In Person,OK,3
14,140002,11/08/2016,REP,Absentee,OK,8
14,140002,11/08/2016,REP,Early,OK,9
14,140002,11/08/2016,REP,In Person,OK,144
14,140003,11/03/2020,DEM,Absentee,OK,126
14,140003,11/03/2020,DEM,Early,OK,46
14,140003,11/03/2020,DEM,In Person,OK,232
14,140003,11/03/2020,IND,Absentee,OK,38
14,140003,11/03/2020,IND,Early,OK,22
14,140003,11/03/2020,IND,In Person,OK,77
14,140003,11/03/2020,LIB,Absentee,OK,2
14,140003,11/03/2020,LIB,Early,OK,1
14,140003,11/03/2020,LIB,In Person,OK,3
14,140003,11/03/2020,REP,Absentee,OK,50
14,140003,11/03/2020,REP,Early,OK,43
14,140003,11/03/2020,REP,In Person,OK,239
14,140003,11/08/2016,DEM,Absentee,OK,25
14,140003,11/08/2016,DEM,Early,OK,46
14,140003,11/08/2016,DEM,In Person,OK,292
14,140003,11/08/2016,IND,Absentee,OK,6
14,140003,11/08/2016,IND,Early,OK,10
14,140003,11/08/2016,IND,In Person,OK,92
14,140003,11/08/2016,LIB,In Person,OK,3
14,140003,11/08/2016,REP,Absentee,OK,19
14,140003,11/08/2016,REP,Early,OK,20
14,140003,11/08/2016,REP,In Person,OK,252
14,140004,11/03/2020,DEM,Absentee,OK,253
14,140004,11/03/2020,DEM,Early,OK,49
14,140004,11/03/2020,DEM,In Person,OK,208
14,140004,11/03/2020,IND,Absentee,OK,80
14,140004,11/03/2020,IND,Early,OK,26
14,140004,11/03/2020,IND,In Person,OK,116
14,140004,11/03/2020,LIB,Absentee,OK,3
14,140004,11/03/2020,LIB,In Person,OK,2
14,140004,11/03/2020,REP,Absentee,OK,362
14,140004,11/03/2020,REP,Early,OK,203
14,140004,11/03/2020,REP,In Person,OK,760
14,140004,11/08/2016,DEM,Absentee,OK,63
14,140004,11/08/2016,DEM,Early,OK,83
14,140004,11/08/2016,DEM,In Person,OK,282
14,140004,11/08/2016,IND,Absentee,OK,25
14,140004,11/08/2016,IND,Early,OK,31
14,140004,11/08/2016,IND,In Person,OK,116
14,140004,11/08/2016,LIB,In Person,OK,2
14,140004,11/08/2016,REP,Absentee,OK,182
14,140004,11/08/2016,REP,Early,OK,208
14,140004,11/08/2016,REP,In Person,OK,796
14,140005,11/03/2020,DEM,Absentee,OK,282
14,140005,11/03/2020,DEM,Early,OK,108
14,140005,11/03/2020,DEM,In Person,OK,320
14,140005,11/03/2020,IND,Absentee,OK,85
14,140005,11/03/2020,IND,Early,OK,39
14,140005,11/03/2020,IND,In Person,OK,175
14,140005,11/03/2020,LIB,Absentee,OK,5
14,140005,11/03/2020,LIB,Early,OK,4
14,140005,11/03/2020,LIB,In Person,OK,6
14,140005,11/03/2020,REP,Absentee,OK,421
14,140005,11/03/2020,REP,Early,OK,231
14,140005,11/03/2020,REP,In Person,OK,726
14,140005,11/08/2016,DEM,Absentee,OK,77
14,140005,11/08/2016,DEM,Early,OK,123
14,140005,11/08/2016,DEM,In Person,OK,370
14,140005,11/08/2016,IND,Absentee,OK,20
14,140005,11/08/2016,IND,Early,OK,31
14,140005,11/08/2016,IND,In Person,OK,154
14,140005,11/08/2016,LIB,Absentee,OK,1
14,140005,11/08/2016,LIB,Early,OK,1
14,140005,11/08/2016,LIB,In Person,OK,4
14,140005,11/08/2016,REP,Absentee,OK,201
14,140005,11/08/2016,REP,Early,OK,228
14,140005,11/08/2016,REP,In Person,OK,798
14,140006,11/03/2020,DEM,Absentee,OK,245
14,140006,11/03/2020,DEM,Early,OK,74
14,140006,11/03/2020,DEM,In Person,OK,284
14,140006,11/03/2020,IND,Absentee,OK,61
14,140006,11/03/2020,IND,Early,OK,13
14,140006,11/03/2020,IND,In Person,OK,90
14,140006,11/03/2020,LIB,In Person,OK,2
14,140006,11/03/2020,REP,Absentee,OK,54
14,140006,11/03/2020,REP,Early,OK,18
14,140006,11/03/2020,REP,In Person,OK,144
14,140006,11/08/2016,DEM,Absentee,OK,58
14,140006,11/08/2016,DEM,Early,OK,67
14,140006,11/08/2016,DEM,In Person,OK,410
14,140006,11/08/2016,IND,Absentee,OK,13
14,140006,11/08/2016,IND,Early,OK,10
14,140006,11/08/2016,IND,In Person,OK,89
14,140006,11/08/2016,LIB,In Person,OK,1
14,140006,11/08/2016,REP,Absentee,OK,22
14,140006,11/08/2016,REP,Early,OK,18
14,140006,11/08/2016,REP,In Person,OK,160
14,140007,11/03/2020,DEM,Absentee,OK,200
14,140007,11/03/2020,DEM,Early,OK,67
14,140007,11/03/2020,DEM,In Person,OK,195
14,140007,11/03/2020,IND,Absentee,OK,91
14,140007,11/03/2020,IND,Early,OK,23
14,140007,11/03/2020,IND,In Person,OK,171
14,140007,11/03/2020,LIB,Absentee,OK,1
14,140007,11/03/2020,LIB,Early,OK,2
14,140007,11/03/2020,LIB,In Person,OK,5
14,140007,11/03/2020,REP,Absentee,OK,372
14,140007,11/03/2020,REP,Early,OK,248
14,140007,11/03/2020,REP,In Person,OK,936
14,140007,11/08/2016,DEM,Absentee,OK,33
14,140007,11/08/2016,DEM,Early,OK,56
14,140007,11/08/2016,DEM,In Person,OK,263
14,140007,11/08/2016,IND,Absentee,OK,13
14,140007,11/08/2016,IND,Early,OK,21
14,140007,11/08/2016,IND,In Person,OK,141
14,140007,11/08/2016,LIB,Absentee,OK,1
14,140007,11/08/2016,LIB,In Person,OK,3
14,140007,11/08/2016,REP,Absentee,OK,130
14,140007,11/08/2016,REP,Early,OK,132
14,140007,11/08/2016,REP,In Person,OK,977
14,140008,11/03/2020,DEM,Absentee,OK,159
14,140008,11/03/2020,DEM,Early,OK,60
14,140008,11/03/2020,DEM,In Person,OK,260
14,140008,11/03/2020,IND,Absentee,OK,45
14,140008,11/03/2020,IND,Early,OK,18
14,140008,11/03/2020,IND,In Person,OK,111
14,140008,11/03/2020,LIB,In Person,OK,11
14,140008,11/03/2020,REP,Absentee,OK,24
14,140008,11/03/2020,REP,Early,OK,24
14,140008,11/03/2020,REP,In Person,OK,118
14,140008,11/08/2016,DEM,Absentee,OK,43
14,140008,11/08/2016,DEM,Early,OK,49
14,140008,11/08/2016,DEM,In Person,OK,338
14,140008,11/08/2016,IND,Absentee,OK,13
14,140008,11/08/2016,IND,Early,OK,8
14,140008,11/08/2016,IND,In Person,OK,128
14,140008,11/08/2016,LIB,In Person,OK,4
14,140008,11/08/2016,REP,Absentee,OK,14
14,140008,11/08/2016,REP,Early,OK,13
14,140008,11/08/2016,REP,In Person,OK,114
14,140009,11/03/2020,DEM,Absentee,OK,229
14,140009,11/03/2020,DEM,Early,OK,99
14,140009,11/03/2020,DEM,In Person,OK,283
14,140009,11/03/2020,IND,Absentee,OK,75
14,140009,11/03/2020,IND,Early,OK,31
14,140009,11/03/2020,IND,In Person,OK,196
14,140009,11/03/2020,LIB,Absentee,OK,5
14,140009,11/03/2020,LIB,Early,OK,3
14,140009,11/03/2020,LIB,In Person,OK,16
14,140009,11/03/2020,REP,Absentee,OK,268
14,140009,11/03/2020,REP,Early,OK,207
14,140009,11/03/2020,REP,In Person,OK,937
14,140009,11/08/2016,DEM,Absentee,OK,54
14,140009,11/08/2016,DEM,Early,OK,72
14,140009,11/08/2016,DEM,In Person,OK,322
14,140009,11/08/2016,IND,Absentee,OK,15
14,140009,11/08/2016,IND,Early,OK,34
14,140009,11/08/2016,IND,In Person,OK,167
14,140009,11/08/2016,LIB,Absentee,OK,2
14,140009,11/08/2016,LIB,In Person,OK,6
14,140009,11/08/2016,REP,Absentee,OK,126
14,140009,11/08/2016,REP,Early,OK,187
14,140009,11/08/2016,REP,In Person,OK,808
14,140010,11/03/2020,DEM,Absentee,OK,116
14,140010,11/03/2020,DEM,Early,OK,19
14,140010,11/03/2020,DEM,In Person,OK,185
14,140010,11/03/2020,IND,Absentee,OK,41
14,140010,11/03/2020,IND,Early,OK,13
14,140010,11/03/2020,IND,In Person,OK,85
14,140010,11/03/2020,LIB,Absentee,OK,1
14,140010,11/03/2020,LIB,In Person,OK,11
14,140010,11/03/2020,REP,Absentee,OK,95
14,140010,11/03/2020,REP,Early,OK,50
14,140010,11/03/2020,REP,In Person,OK,389
14,140010,11/08/2016,DEM,Absentee,OK,25
14,140010,11/08/2016,DEM,Early,OK,34
14,140010,11/08/2016,DEM,In Person,OK,184
14,140010,11/08/2016,IND,Absentee,OK,5
14,140010,11/08/2016,IND,Early,OK,9
14,140010,11/08/2016,IND,In Person,OK,73
14,140010,11/08/2016,LIB,In Person,OK,3
14,140010,11/08/2016,REP,Absentee,OK,48
14,140010,11/08/2016,REP,Early,OK,52
14,140010,11/08/2016,REP,In Person,OK,347
14,140011,11/03/2020,DEM,Absentee,OK,252
14,140011,11/03/2020,DEM,Early,OK,68
14,140011,11/03/2020,DEM,In Person,OK,291
14,140011,11/03/2020,IND,Absentee,OK,59
14,140011,11/03/2020,IND,Early,OK,18
14,140011,11/03/2020,IND,In Person,OK,106
14,140011,11/03/2020,LIB,In Person,OK,9
14,140011,11/03/2020,REP,Absentee,OK,51
14,140011,11/03/2020,REP,Early,OK,26
14,140011,11/03/2020,REP,In Person,OK,210
14,140011,11/08/2016,DEM,Absentee,OK,53
14,140011,11/08/2016,DEM,Early,OK,56
14,140011,11/08/2016,DEM,In Person,OK,423
14,140011,11/08/2016,IND,Absentee,OK,11
14,140011,11/08/2016,IND,Early,OK,17
14,140011,11/08/2016,IND,In Person,OK,96
14,140011,11/08/2016,LIB,In Person,OK,2
14,140011,11/08/2016,REP,Absentee,OK,16
14,140011,11/08/2016,REP,Early,OK,32
14,140011,11/08/2016,REP,In Person,OK,197
14,140012,11/03/2020,DEM,Absentee,OK,312
14,140012,11/03/2020,DEM,Early,OK,71
14,140012,11/03/2020,DEM,In Person,OK,263
14,140012,11/03/2020,IND,Absentee,OK,74
14,140012,11/03/2020,IND,Early,OK,34
14,140012,11/03/2020,IND,In Person,OK,144
14,140012,11/03/2020,LIB,Absentee,OK,4
14,140012,11/03/2020,LIB,Early,OK,5
14,140012,11/03/2020,LIB,In Person,OK,12
14,140012,11/03/2020,REP,Absentee,OK,183
14,140012,11/03/2020,REP,Early,OK,140
14,140012,11/03/2020,REP,In Person,OK,558
14,140012,11/08/2016,DEM,Absentee,OK,78
14,140012,11/08/2016,DEM,Early,OK,82
14,140012,11/08/2016,DEM,In Person,OK,388
14,140012,11/08/2016,IND,Absentee,OK,12
14,140012,11/08/2016,IND,Early,OK,26
14,140012,11/08/2016,IND,In Person,OK,120
14,140012,11/08/2016,LIB,Absentee,OK,1
14,140012,11/08/2016,LIB,In Person,OK,10
14,140012,11/08/2016,REP,Absentee,OK,81
14,140012,11/08/2016,REP,Early,OK,96
14,140012,11/08/2016,REP,In Person,OK,557
14,140013,11/03/2020,DEM,Absentee,OK,40
14,140013,11/03/2020,DEM,Early,OK,29
14,140013,11/03/2020,DEM,In Person,OK,126
14,140013,11/03/2020,IND,Absentee,OK,19
14,140013,11/03/2020,IND,Early,OK,16
14,140013,11/03/2020,IND,In Person,OK,66
14,140013,11/03/2020,LIB,Absentee,OK,1
14,140013,11/03/2020,LIB,Early,OK,1
14,140013,11/03/2020,LIB,In Person,OK,4
14,140013,11/03/2020,REP,Absentee,OK,11
14,140013,11/03/2020,REP,Early,OK,9
14,140013,11/03/2020,REP,In Person,OK,74
14,140013,11/08/2016,DEM,Absentee,OK,10
14,140013,11/08/2016,DEM,Early,OK,13
14,140013,11/08/2016,DEM,In Person,OK,114
14,140013,11/08/2016,IND,Absentee,OK,7
14,140013,11/08/2016,IND,Early,OK,4
14,140013,11/08/2016,IND,In Person,OK,74
14,140013,11/08/2016,LIB,In Person,OK,4
14,140013,11/08/2016,REP,Absentee,OK,7
14,140013,11/08/2016,REP,Early,OK,8
14,140013,11/08/2016,REP,In Person,OK,97
14,140014,11/03/2020,DEM,Absentee,OK,161
14,140014,11/03/2020,DEM,Early,OK,76
14,140014,11/03/2020,DEM,In Person,OK,292
14,140014,11/03/2020,IND,Absentee,OK,60
14,140014,11/03/2020,IND,Early,OK,29
14,140014,11/03/2020,IND,In Person,OK,179
14,140014,11/03/2020,LIB,Absentee,OK,1
14,140014,11/03/2020,LIB,Early,OK,4
14,140014,11/03/2020,LIB,In Person,OK,11
14,140014,11/03/2020,REP,Absentee,OK,44
14,140014,11/03/2020,REP,Early,OK,33
14,140014,11/03/2020,REP,In Person,OK,177
14,140014,11/08/2016,DEM,Absentee,OK,28
14,140014,11/08/2016,DEM,Early,OK,35
14,140014,11/08/2016,DEM,In Person,OK,313
14,140014,11/08/2016,IND,Absentee,OK,20
14,140014,11/08/2016,IND,Early,OK,16
14,140014,11/08/2016,IND,In Person,OK,149
14,140014,11/08/2016,LIB,In Person,OK,8
14,140014,11/08/2016,REP,Absentee,OK,22
14,140014,11/08/2016,REP,Early,OK,24
14,140014,11/08/2016,REP,In Person,OK,168
14,140015,11/03/2020,DEM,Absentee,OK,263
14,140015,11/03/2020,DEM,Early,OK,77
14,140015,11/03/2020,DEM,In Person,OK,296
14,140015,11/03/2020,IND,Absentee,OK,59
