NC_House_dist2020,pct_dist_coverage2020,DEM,REP,DEM_Absentee,REP_Absentee,DEM_Early,REP_Early,DEM_In Person,REP_In Person,DEM_Absentee_county,DEM_Early_county,REP_Absentee_county,REP_Early_county,DEM_uniform,REP_uniform,DEM_by_area,REP_by_area,DEM_by_vap,REP_by_vap,DEM_by_cvap,REP_by_cvap,DEM_by_totpop,REP_by_totpop,DEM_by_day_of,REP_by_day_of,DEM_by_voterfile_tot_votes,REP_by_voterfile_tot_votes,DEM_by_voterfile_mode,REP_by_voterfile_mode,DEM_by_voterfile_party,REP_by_voterfile_party,DEM_by_voterfile_mode_party,REP_by_voterfile_mode_party,DEM_by_voterfile_minus_day_of,REP_by_voterfile_minus_day_of,DEM_by_scaled_voterfile_minus_day_of,REP_by_scaled_voterfile_minus_day_of,DEM_Absentee_uniform,DEM_Absentee_by_area,DEM_Absentee_by_vap,DEM_Absentee_by_cvap,DEM_Absentee_by_totpop,DEM_Absentee_by_day_of,DEM_Absentee_by_voterfile_tot_votes,DEM_Absentee_by_voterfile_mode,DEM_Absentee_by_voterfile_party,DEM_Absentee_by_voterfile_mode_party,DEM_Absentee_by_voterfile_minus_day_of,DEM_Absentee_by_scaled_voterfile_minus_day_of,REP_Absentee_uniform,REP_Absentee_by_area,REP_Absentee_by_vap,REP_Absentee_by_cvap,REP_Absentee_by_totpop,REP_Absentee_by_day_of,REP_Absentee_by_voterfile_tot_votes,REP_Absentee_by_voterfile_mode,REP_Absentee_by_voterfile_party,REP_Absentee_by_voterfile_mode_party,REP_Absentee_by_voterfile_minus_day_of,REP_Absentee_by_scaled_voterfile_minus_day_of,DEM_Early_uniform,DEM_Early_by_area,DEM_Early_by_vap,DEM_Early_by_cvap,DEM_Early_by_totpop,DEM_Early_by_day_of,DEM_Early_by_voterfile_tot_votes,DEM_Early_by_voterfile_mode,DEM_Early_by_voterfile_party,DEM_Early_by_voterfile_mode_party,DEM_Early_by_voterfile_minus_day_of,DEM_Early_by_scaled_voterfile_minus_day_of,REP_Early_uniform,REP_Early_by_area,REP_Early_by_vap,REP_Early_by_cvap,REP_Early_by_totpop,REP_Early_by_day_of,REP_Early_by_voterfile_tot_votes,REP_Early_by_voterfile_mode,REP_Early_by_voterfile_party,REP_Early_by_voterfile_mode_party,REP_Early_by_voterfile_minus_day_of,REP_Early_by_scaled_voterfile_minus_day_of
11.0,0.9176188495510263,27151.0,9227.0,8510.0,1426.0,15587.0,5410.0,3054.0,2391.0,1991910.0,3360600.0,555705.0,2143710.0,29037.05825242718,15494.956310679612,13969.642230009891,7896.052465165342,37583.075180038024,19804.942893543845,33729.67332867875,17861.568521784237,33487.65829972275,17739.513822327484,32909.104816174455,11697.314365429535,23786.733925837572,12847.07629886069,23759.6446421027,12797.972950184208,25835.015800094858,8731.29781696706,25816.391247391206,8701.124715771844,23230.77050658636,12566.688967799559,23243.793815317447,12573.256973265841,9669.466019417476,4062.2020163211287,12849.823754064832,11415.799402547309,11325.734712088488,11110.42890800504,7715.583910018873,7804.249233502394,8477.841831657846,8679.262648542832,7508.68488611407,7513.5314457458235,2697.5970873786414,1133.2770915752883,3584.8563987592793,3184.7908826164594,3159.664547183925,1915.8096937451337,2152.501145492034,2177.237084157139,1305.2217604101925,1373.531848091119,2094.780253444192,2096.132351390466,16313.592233009706,6853.440213688763,21679.251425973198,19259.873926131444,19107.92358763427,18744.675908169414,13017.1500158187,12901.395408600309,14303.173968437008,14083.128598848367,12668.085620472284,12676.262369571625,10406.35922330097,4371.775373590054,13829.086494784564,12285.777639167778,12188.849275143564,7390.504671684402,8303.575153368654,8229.73586602707,5035.076056556867,4936.592867680724,8080.908714355366,8086.124621875374
12.0,0.9985991756687588,17534.0,19551.0,2799.0,1252.0,12343.0,14236.0,2392.0,4063.0,97904.0,410498.0,37382.0,407458.0,19332.408163265303,19641.20408163265,21499.881539213773,21272.155326152526,18594.334944083945,19085.828662156564,18248.12873578647,18825.32006604235,18660.10340706386,19135.31723153764,18944.19294003868,20702.904102817596,18518.106207681365,19028.469086770983,18205.665479053037,18841.708978600924,18024.198763757762,19727.177159945037,17792.20270405828,19475.419389852468,18232.308845064257,18813.41612722222,18239.092446537026,18818.52056051635,3191.0000000000005,3633.4287903986014,3040.343089879884,2969.674819780137,3053.7678737067417,3111.756769825918,3024.783135135135,2870.1196416022476,2923.9658077304266,2859.453287197232,2966.4456335792197,2967.8303152216563,1284.714285714285,1430.342475703466,1235.1246260757514,1211.8637251406633,1239.5434772267806,1379.51384083045,1230.0029701280228,1179.0945186226284,1292.3908510466338,1232.3588175331295,1210.8008184045218,1211.2565949852406,13749.408163265314,15474.452748815169,13161.991854204058,12886.453916006332,13214.33553335712,13440.436170212763,13101.323072546229,12943.54583745079,12708.232956027334,12540.749416861046,12873.863211485035,12879.262131315374,14293.489795918376,15778.81285044906,13787.704036080815,13550.456340901688,13832.773754310861,15260.39026198715,13735.466116642958,13599.61445997829,14371.786308898407,14180.06057231934,13539.615308817692,13544.263965531116
13.0,1.0,14289.0,33309.0,3260.0,2254.0,9198.0,23457.0,1831.0,7598.0,80200.0,211807.0,54785.0,573478.0,14289.000000000005,33309.000000000015,14289.000000000004,33308.999999999985,14289.0,33309.0,14289.000000000002,33309.0,14288.999999999998,33309.00000000001,14288.999999999996,33309.00000000001,14288.999999999996,33309.0,14288.999999999998,33308.99999999999,14289.000000000002,33309.0,14289.000000000002,33309.00000000001,14289.000000000002,33309.0,14288.999999999998,33308.999999999985,3260.0,3259.999999999999,3260.0000000000005,3260.0000000000005,3260.0000000000005,3259.9999999999995,3260.0000000000005,3260.0,3260.000000000001,3259.9999999999995,3260.0,3259.9999999999995,2254.000000000002,2253.9999999999995,2254.0000000000005,2254.0,2254.0,2254.0000000000005,2253.9999999999995,2254.0,2254.0000000000005,2254.000000000001,2253.999999999999,2253.9999999999995,9198.000000000007,9198.0,9198.0,9198.0,9198.0,9197.999999999998,9198.0,9197.999999999998,9198.0,9198.0,9197.999999999998,9198.0,23457.000000000004,23457.000000000004,23457.0,23456.999999999996,23456.999999999993,23456.999999999993,23456.999999999996,23457.0,23457.0,23457.0,23457.0,23457.000000000004
14.0,1.0,13256.0,20216.0,3071.0,1793.0,8465.0,14024.0,1720.0,4399.0,57700.0,152650.0,39870.0,317290.0,10484.583333333334,19280.666666666664,7395.01005721664,14034.781278989758,10948.474642617866,20068.32257360303,10771.694691526587,19768.162234493153,11127.944245383313,20373.04975840791,12917.833488084183,19561.582899054236,11735.64266570884,21404.880363606222,11905.336589400877,21585.46203070335,13042.598729140685,20291.6439636493,13077.519673681176,20412.693533386242,11866.306886588009,21626.739327852498,11863.098931134913,21621.292437576158,2404.1666666666665,1556.682102692656,2531.4142471074447,2482.9226703165386,2580.6436080751946,3071.6186939028157,2747.338159312574,2871.3941835331107,3105.8423896905992,3031.534680502457,2783.179973169137,2782.3000158140453,1661.25,1075.6484477358092,1749.176534353099,1715.6694430766102,1783.1934255451995,1692.6088592935728,1898.3773381593126,1984.0985458832774,1774.1060444358204,1817.157221838286,1923.1435967114996,1922.535556854523,6360.416666666667,4118.327954523986,6697.060395510422,6568.772021210045,6827.30063730812,8126.214794181367,7268.304506396265,7313.942405867768,8216.756339450085,8325.984993178716,7363.126913418871,7360.798915320866,13220.416666666662,8560.132831253948,13920.146039249928,13653.492791416546,14190.85633286271,13469.974039760666,15107.50302544691,15202.36348482007,14118.537919213479,14196.536311547956,15304.595731140998,15299.756880721636
15.0,1.0,8244.0,17852.0,2141.0,1590.0,4944.0,12036.0,1159.0,4226.0,57700.0,152650.0,39870.0,317290.0,9923.583333333332,19107.666666666664,12335.648444596425,23203.1892487381,10695.301593634495,20417.99180975753,10722.405498571135,20464.012397764047,10394.31381659251,19906.935026071696,8704.516867842773,18792.282184906388,8968.446439919322,17485.909153703753,8884.975821517,17211.473154604104,8138.187897143536,17955.192975647617,8078.322234996344,17773.197734253976,8836.11293041175,17261.215850847922,8839.361868802047,17266.732327365527,2404.1666666666665,3065.8075362643867,2615.8526358579047,2623.2873651892296,2533.2902648794293,2069.770968740328,2142.168098803636,2214.9135390056986,1914.4242532216879,2100.3304205352265,2105.868391180214,2106.759590348838,1661.25,2118.4358140530517,1807.522436597135,1812.659744369057,1750.472839874226,1626.0434279096698,1480.2121680988037,1530.4783847514245,1532.5986222955275,1629.7930200414653,1455.1295105087545,1455.7453183224989,6360.416666666667,8110.840908332039,6920.44895777659,6940.118133381906,6702.02355171308,5475.745899102444,5667.278341115685,5511.062282511304,5064.763643921849,4818.991814461118,5571.244539231536,5573.60227845321,13220.416666666662,16858.753434685048,14384.469373160397,14425.352653394988,13930.46218619747,12940.23875699672,11779.696985604953,11454.994769852681,12196.594353352091,11917.404714212515,11580.086340339167,11584.987009043032
16.0,1.0,17194.0,30602.0,3387.0,2222.0,11447.0,22077.0,2360.0,6303.0,66477.0,238948.0,44675.0,468548.0,16900.92307692307,31071.846153846167,17211.577639404946,31526.037345288034,16763.982477788744,30871.632729067576,16800.869201929883,30925.562808356295,16775.10933278262,30887.900700431957,17314.50262697023,31181.423606082546,16893.319847673632,31060.72988462408,16869.147557848948,30932.964665986754,17020.54241277848,31071.96152825683,16976.150549080303,30928.514080517096,16830.751226641612,30969.251696419255,16832.454669338553,30971.742207622105,3258.1538461538453,3306.883185904332,3236.6733150857044,3242.459374361949,3238.418675891028,3323.0280210157616,3256.961202020964,3357.679111531191,3276.917360235393,3366.152841781874,3247.1466750182685,3247.413877396569,2178.923076923076,2213.8330490938706,2163.534304047384,2167.6794693491615,2164.784690312699,2187.3454018826937,2178.068659980394,2250.2235349716443,2178.931944812947,2215.264788732394,2171.0374778160563,2171.2289030977886,11282.769230769227,11544.694453500615,11167.309162703043,11198.409827567933,11176.690656891597,11631.474605954469,11276.358645652666,11151.468446317758,11383.625052543082,11249.997707298433,11223.604551623344,11225.040791941983,22589.92307692308,23009.204296194155,22405.09842502019,22454.883339007138,22420.116010119265,22691.07820419985,22579.66122464369,22379.741131015104,22590.029583443884,22410.249291784705,22495.214218603196,22497.51330452431
17.0,1.0,23270.0,38071.0,7709.0,4204.0,13924.0,28702.0,1637.0,5165.0,188144.0,307872.0,102784.0,659968.0,21477.640000000007,35675.08000000001,23635.011105075675,38992.59218738646,23881.91372751232,39372.26838547039,23683.496778651457,39067.151363887366,24344.018355968015,40082.87294170212,23615.621481160677,35277.00684847744,22973.008571017792,37974.59325820329,22906.305431821314,38443.985916063146,24122.728842994602,37411.112661171006,24048.509064697217,37808.67253735825,23128.779709744646,38214.13139327592,23125.28511156845,38208.75755100451,7525.759999999998,8344.073177787324,8437.725896642603,8362.464295350552,8613.006962608559,8336.718492854048,8092.968768317095,7709.593423180594,8529.069561135882,7976.6184702888795,8152.054372661762,8150.728835422514,4111.36,4558.408546143871,4609.571490775754,4568.455704850068,4705.328406139754,4057.717989482696,4421.228962298581,4211.78911051213,4345.297611498626,4143.499693439609,4453.5077208928615,4452.783573327173,12314.880000000003,13653.93792728835,13807.187830869714,13684.032483300905,14094.011393359458,13641.902988306625,13243.039802700703,13559.712008640725,13956.659281858718,14434.89059440833,13339.725337082884,13337.556276145931,26398.719999999994,29269.183641242584,29597.696894694625,29333.6956590373,30212.544535562356,26054.288858994747,28388.36429590471,29067.196805551015,27900.815049672376,28500.172843918655,28595.623672383063,28590.973977677342
18.0,0.9993177666762032,26298.0,18046.0,6495.0,1932.0,16506.0,12736.0,3297.0,3378.0,430408.0,879120.0,161304.0,1010636.0,28480.23076923078,25915.30769230771,23272.74823083346,21254.95901244033,25961.000443740482,23660.764996271348,25859.045996556568,23569.52258310209,26150.31567572902,23830.189470567915,32977.97822141561,21277.73739182334,23723.895951135433,21658.706056665964,23066.9136677052,21344.024411685437,29343.662016392216,17747.846337831128,28643.92712326283,17229.663813578536,23211.37082289056,21200.030336257314,23223.027326191284,21210.462127313516,8277.076923076926,6565.5120352803215,7449.0710416191605,7415.5612505314275,7511.294064242365,9755.370235934664,6713.7926279822195,6145.17093737506,8560.864452803868,7216.942222222222,6545.338868003342,6549.170059297196,3102.0,2460.5568514963866,2791.6882476564956,2779.129783730139,2815.0075689544583,2463.6920322291853,2516.1279671010857,2303.0256242503547,1977.8433142289814,1757.0174717368957,2452.996553884712,2454.4323693910774,16906.15384615385,13410.236195553136,15214.92940212133,15146.484746025144,15342.021611486653,19925.607985480943,13713.103323153215,13624.742730330137,17485.797563588352,18129.984901040603,13369.03195488722,13376.857266894087,19435.30769230769,15416.40216094394,17491.076748614854,17412.392799371944,17637.181901613458,15436.045359594149,15764.578089564877,15662.998787435083,12392.003023602148,12094.646341841639,15369.033782372599,15378.029757922435
19.0,0.9992067475028736,25266.0,35429.0,8701.0,4166.0,14515.0,25620.0,2050.0,5643.0,321035.0,612738.0,138468.0,876550.0,25801.975384615394,34073.573846153864,30403.657560904387,36804.96240969636,24959.163920909625,31773.789781511627,24908.213785796703,31855.739936565453,24573.70385254829,31131.77698181888,23477.71306209401,37144.44048067804,26835.37614671073,34037.14005799519,26950.77594213241,33758.10872451108,24304.088326482986,35674.32463293072,24476.4584258376,35469.45662352719,26808.515716320522,33912.96838742583,26809.078461960293,33915.71841771191,8371.778461538464,9774.991363930869,7973.024844465637,7966.325931832833,7822.934864006136,7499.594271816247,8635.710799884653,8845.654895795891,7745.524469904698,8410.85605962565,8618.994812801897,8619.356725905964,3863.64,4249.152751130603,3557.7650678935183,3568.164513188604,3471.4490152842345,4285.161151072363,3865.257778350325,4009.700803346774,4088.9720757616287,4193.250563497701,3848.857880610897,3849.2208907732365,15380.19692307693,18578.666196973518,14936.139076443993,14891.88785396387,14700.768988542153,13928.118790277766,16149.665346826077,16055.121046336515,14508.563856578288,14015.602366211948,16139.52090351862,16139.721736054333,24566.933846153857,26912.809658565762,22573.02471361811,22644.575423376846,22017.327966534645,27216.27932960567,24528.882279644862,24105.40792116432,25942.35255716909,25633.206060029483,24421.11050681494,24423.49752693867
20.0,0.9997937255049036,24612.0,27626.0,8418.0,3454.0,14257.0,20128.0,1937.0,4044.0,371716.0,759240.0,139308.0,872822.0,23686.153846153855,23508.038461538476,22134.583103186487,22119.48639047685,24643.921907837568,24365.176836746643,24995.243438995287,24679.586116445116,24377.96211575468,24127.160605911085,19374.687235329704,25472.815279021186,25913.71933113604,25501.560627135557,26522.004958341084,25625.88094774034,21675.520814130192,28338.71636806715,22277.105386202362,28664.207025536012,26297.333751044276,25844.869883040938,26288.609100279973,25837.061903970054,7148.384615384617,6638.4234230014845,7463.178217272597,7578.6485222851925,7375.764109142942,5731.316999395039,7880.527803816031,8622.580743648457,6487.541516155553,7718.583247863248,8006.611946533,8003.744379374326,2679.0,2487.8818512291396,2796.9751936742327,2840.2499982311915,2764.215009621553,2949.4288272157564,2953.3852922500073,3231.4844618907437,3343.886998510762,3662.2322713257963,3000.637844611529,2999.563166508513,14600.769230769234,13559.159680185005,15243.743690564968,15479.594916710093,15065.198006611732,11706.370235934664,16096.191527320007,15962.424214692624,13250.97929797464,12621.522138339116,16353.721804511277,16347.864720905645,16785.038461538457,15587.604539247712,17524.201643072407,17795.33611821392,17318.945596289534,18479.386451805436,18504.175334885553,18350.396485849597,20950.829369556384,20957.974754210212,18800.232038429407,18793.49873746155
21.0,0.9995375722543351,19009.0,15910.0,3094.0,1282.0,13298.0,11583.0,2617.0,3045.0,83191.0,331920.0,46113.0,465829.0,17878.650621118006,21974.621118012426,14342.737433802704,17790.667005789106,16609.909853690988,20465.918162208924,16479.616657695657,20352.993296647568,16606.017417254854,20471.048660408098,19991.7160744554,16391.357862194734,15631.349892017513,19311.16060645047,15708.595907044826,19215.377586340917,18858.822357128134,15665.90292652837,18792.265039554757,15514.322560466964,15627.931150017053,19304.415785428046,15628.017887414173,19304.58368061765,3039.026397515529,2298.4613390195177,2774.6437485572683,2739.9008248343353,2772.0689869884372,3465.3881000390224,2569.12449076934,2810.8511299614756,3229.6770896470643,3199.0627063786965,2568.89631616367,2568.902688687104,1687.7468944099385,1282.499393353796,1542.8617439489994,1525.0221069872907,1541.7294846619957,1153.1979557822806,1430.4881785243483,1564.0457605116928,1091.9658886765362,1215.7188235248252,1430.2866036252885,1430.2919453442082,12222.624223602481,9427.276094783187,11218.266105133722,11122.71583286132,11216.948430266419,13909.327974416376,10445.225401248175,10280.744777083348,13012.145267481073,12976.202333176061,10442.034833853384,10442.115198727066,17241.874223602485,13463.16761243531,15878.056418259928,15782.971189660275,15884.3191757461,12193.159906412455,14835.672427926122,14606.331825829224,11528.93703785183,11253.60373694214,14829.12918180276,14829.291735273444
22.0,0.9782169094120357,15191.0,22557.0,1824.0,1202.0,11129.0,16600.0,2238.0,4755.0,38335.0,226712.0,24293.0,339133.0,15385.956521739125,22515.52173913042,15246.95815367118,22309.703226583897,15362.059960987192,22480.13747773725,15212.816895636965,22259.149374457862,15327.887838093435,22429.537923207874,15155.792629606492,22435.394187358914,15312.59657982725,22406.895757871273,15313.517676198175,22426.347996929813,15141.484046546546,22681.677368086457,15164.921377945024,22703.805218897352,15321.894400136478,22420.663283149235,15321.669784796979,22420.330689351813,1874.6521739130426,1853.0120649281982,1870.9318123992878,1847.6967468060539,1865.6116890486096,1838.8188632104939,1863.231053218167,1846.004180602007,1836.5912162162163,1822.5807453416148,1864.6785942764536,1864.6436247980778,1200.217391304349,1187.2006727997464,1197.9795606818757,1184.0034615561794,1194.779459050501,1195.1498306997742,1193.3474853719697,1182.9853678929762,1210.7256834075017,1214.6533546325877,1194.2181942252741,1194.1971597722318,11273.304347826084,11155.946088742981,11253.128148587906,11127.12014883091,11224.276149044827,11078.973766396,11211.365526609081,11229.513495596175,11066.892830330331,11104.34063260341,11219.215805860025,11219.026159998899,16560.304347826084,16367.502553784156,16527.15791705538,16320.145912901678,16479.75846415737,16485.244356659143,16458.548272499305,16488.36262903684,16715.95168467896,16734.151864264768,16471.445088923952,16471.13352957958
23.0,1.0,21997.0,15738.0,2561.0,951.0,15938.0,9652.0,3498.0,5135.0,50769.0,318294.0,18371.0,188268.0,21997.000000000004,15738.000000000002,21997.0,15737.999999999996,21996.99999999999,15738.000000000002,21997.000000000007,15737.999999999998,21997.000000000004,15738.0,21997.0,15738.000000000002,21996.999999999996,15738.000000000002,21996.999999999996,15738.0,21997.000000000007,15737.999999999998,21997.0,15737.999999999998,21997.0,15737.999999999996,21997.0,15737.999999999998,2561.000000000002,2561.000000000001,2560.9999999999995,2561.0,2561.0,2561.0000000000005,2561.0,2560.999999999999,2561.0,2560.9999999999995,2561.0,2561.0,950.9999999999994,951.0000000000001,951.0000000000002,951.0,950.9999999999999,951.0,951.0,951.0000000000001,951.0000000000001,951.0000000000002,951.0000000000002,951.0000000000001,15937.999999999995,15937.999999999998,15937.999999999996,15938.0,15938.000000000004,15938.000000000002,15938.0,15938.000000000002,15938.000000000002,15937.999999999996,15938.0,15938.000000000002,9651.999999999996,9652.000000000004,9652.000000000002,9652.000000000002,9652.000000000002,9651.999999999998,9652.0,9652.0,9651.999999999998,9652.000000000002,9652.0,9651.999999999998
24.0,1.0,20754.0,19581.0,3032.0,1593.0,14255.0,13316.0,3467.0,4672.0,72768.0,342120.0,38232.0,319584.0,20753.999999999996,19581.0,20753.999999999993,19580.999999999996,20754.0,19581.0,20754.000000000007,19581.000000000004,20754.0,19581.0,20753.999999999993,19581.000000000004,20754.0,19581.0,20754.0,19581.000000000004,20753.999999999996,19581.0,20754.0,19581.0,20754.0,19581.000000000004,20754.0,19581.0,3032.0000000000005,3032.0000000000005,3032.0,3032.000000000001,3032.0000000000005,3031.9999999999995,3032.0,3032.0000000000005,3032.0,3031.9999999999995,3032.0,3032.0000000000014,1593.0,1592.9999999999993,1593.0,1593.0,1593.0,1593.0000000000002,1593.0,1593.0,1593.0000000000005,1593.0,1593.0000000000002,1593.0000000000002,14255.000000000004,14254.999999999996,14254.999999999998,14255.000000000002,14254.999999999998,14255.0,14255.000000000002,14255.0,14254.999999999998,14254.999999999998,14255.000000000002,14255.000000000005,13316.000000000002,13316.0,13316.0,13316.0,13316.0,13316.000000000002,13316.000000000004,13315.999999999998,13316.000000000002,13316.000000000002,13316.0,13316.000000000004
25.0,1.0,23531.0,20164.0,3411.0,1462.0,16870.0,14708.0,3250.0,3994.0,75760.0,370320.0,35040.0,372280.0,21836.666666666664,20965.666666666664,19967.86046940415,19259.241495690683,22184.15485906317,21282.961525272618,22307.34092980433,21395.4439282817,22094.13388981636,21200.762499999997,23147.886357397747,18889.038271378864,22066.753199687188,21175.760924714363,22326.197444757716,21364.27667739884,23310.609525383123,20053.511651469104,23383.99465788178,20305.14154225175,22300.546694186127,21389.24004545349,22294.938079880132,21384.1187650125,3156.666666666667,2839.2779527485172,3215.682326315068,3236.603633523081,3200.3936143572623,3379.3576722481475,3195.7434146527553,3328.9497265831706,3406.993762650254,3401.009088060169,3235.449734468125,3234.4971954172315,1460.0,1313.203530415893,1487.2955215691654,1496.9719023052894,1480.22429048414,1281.356528108405,1478.0735117401337,1539.6831892750047,1381.5311997139281,1482.5760407816483,1496.4382087613926,1495.9976468772416,15430.0,13878.582516655639,15718.472532748097,15820.73729628125,15643.740275459098,16518.5286851496,15621.009785034425,15747.247718174538,16653.615762732865,16732.98556982161,15815.096959718005,15810.440884462898,15511.66666666667,13952.037965274792,15801.66600370345,15904.472025976405,15726.538209515858,13613.681743270463,15703.687412974228,15830.593488123834,14677.980451755171,14828.565501470106,15898.8018366921,15894.12111813526
26.0,0.998872708741912,26586.0,36756.0,0.0,0.0,24215.0,30903.0,2371.0,5853.0,0.0,585440.0,0.0,877200.0,18633.22222222222,30219.66666666667,14059.823410339452,23367.067872966938,19994.365047078507,32259.148912437253,21148.792293353774,33988.896760948905,20381.555535820014,32839.29973357016,20960.005785301055,29573.485289769367,23550.82201052895,37588.00250689396,23943.439504820046,38176.284937189375,23741.001278895033,35581.17049602748,23974.311851923634,36552.869745672906,24472.762087539908,38969.400832177525,24450.910409900647,38936.65914793121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16262.22222222222,11688.823410339453,17623.365047078503,18777.792293353774,18010.55553582001,18589.005785301055,21179.82201052895,21572.439504820042,21370.001278895033,21603.311851923634,22101.762087539908,22079.910409900647,24366.666666666668,17514.067872966938,26406.148912437253,28135.89676094891,26986.29973357016,23720.485289769364,31735.002506893958,32323.284937189375,29728.170496027484,30699.869745672906,33116.400832177525,33083.65914793122
27.0,1.0000000000000002,21617.0,14074.0,2269.0,801.0,15549.0,9373.0,3799.0,3900.0,44286.0,307614.0,15518.0,187166.0,21617.000000000007,14073.999999999995,21617.0,14074.0,21616.999999999996,14073.999999999996,21616.999999999996,14073.999999999996,21616.999999999996,14073.999999999998,21617.0,14074.0,21616.999999999996,14074.0,21617.0,14073.999999999996,21617.0,14074.000000000002,21617.000000000004,14074.000000000002,21616.999999999996,14074.0,21617.0,14073.999999999998,2269.0,2269.0,2268.9999999999995,2268.9999999999995,2269.0,2269.0,2269.000000000001,2269.0,2269.0,2268.9999999999995,2269.0,2269.0,801.0000000000007,800.9999999999999,801.0,800.9999999999999,800.9999999999998,801.0000000000001,801.0000000000001,801.0,801.0000000000001,801.0000000000002,801.0000000000001,800.9999999999999,15549.000000000015,15549.000000000002,15548.999999999998,15549.0,15549.000000000002,15549.0,15549.000000000002,15548.999999999998,15548.999999999998,15548.999999999996,15549.0,15549.000000000005,9372.999999999998,9372.999999999998,9373.0,9373.0,9372.999999999996,9373.0,9373.0,9373.000000000004,9373.0,9372.999999999998,9372.999999999998,9373.000000000002
28.0,0.9426911949824428,13911.0,28444.0,0.0,0.0,11801.0,22000.0,2110.0,6444.0,0.0,658620.0,0.0,986850.0,20405.0,33856.50000000001,23909.290521983763,39107.18947438535,19469.872871624946,32455.34272169548,18431.004747158568,30898.744062939837,19111.89336885731,31918.96047957371,18652.725519605745,32559.634240094623,16219.289026967015,27584.797237044735,16076.049648443106,27370.173052087823,16301.68366531317,29095.660403693368,16263.404884194202,28626.080095372654,15603.322259136212,26661.857142857145,15617.921805877657,26683.732522745082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18295.0,21799.290521983763,17359.872871624946,16321.004747158568,17001.893368857312,16542.725519605745,14109.289026967017,13966.049648443102,14191.683665313169,14153.404884194202,13493.322259136212,13507.921805877657,27412.500000000004,32663.189474385348,26011.34272169548,24454.74406293983,25474.96047957371,26115.63424009462,21140.79723704473,20926.173052087815,22651.660403693364,22182.080095372658,20217.857142857145,20239.732522745082
29.0,0.999276425149115,45627.0,5806.0,13012.0,1113.0,29433.0,3735.0,3182.0,958.0,1160824.0,2626344.0,151760.0,622412.0,55061.01369863015,11563.095890410958,17581.17987248431,3901.476993954565,47956.68805126127,10110.831297164803,44096.6409976603,9321.761378011402,46021.65205431326,9715.271689608648,48855.8397537939,6463.662440241114,42425.27748308435,8980.101637855614,42459.91015315084,8937.432769930572,44980.59063649055,6142.964622995054,44879.5978407853,5995.217494359174,42402.4528711772,8975.435836008592,42402.94491003844,8975.536418477945,15901.69863013698,4413.565380858922,13724.115878254492,12540.953351282024,13130.998217215643,13999.719409954369,12028.65527513538,12507.477170283808,12811.897221621406,13139.438351011811,12021.6591880084,12021.810005326002,2078.904109589042,577.006231951743,1794.2184393877988,1639.5380183305651,1716.6773683561382,1079.2683433797547,1572.5628730578844,1635.1615191986646,1016.402338479988,1184.2574015170053,1571.6482415699147,1571.6679586296234,35977.31506849317,9985.614491625385,31050.572173006774,28373.68764637829,29708.65383709762,31674.12034383955,27214.622207948974,26770.432982867034,28986.693414869143,28558.15948977348,27198.7936831688,27199.13490471244,8526.191780821917,2366.470762002822,7358.612857777004,6724.2233596808355,7040.594321252509,4426.39409686136,6449.538764797731,6344.271250731907,4168.5622845150665,3852.960092842168,6445.78759443868,6445.86845984832
30.0,0.9992695658370598,41019.0,14043.0,11801.0,1951.0,26534.0,9834.0,2684.0,2258.0,829160.0,1875960.0,108400.0,444580.0,39740.43835616438,9833.068493150684,74579.71662465863,16954.905637865868,44523.873275046804,10810.897144539014,44925.62129006289,10893.022380145421,44791.155879637765,10865.534992282075,41209.639817467905,15234.81188942008,44692.280927121516,10845.322997530484,44215.48201557278,10811.397719256132,42687.40413315768,13907.2463898466,42687.55369683748,13830.71107624501,44280.38649255353,10761.123633203793,44289.26585792312,10762.9387510034,11358.35616438356,22037.119387125873,12824.550971763842,12947.692785853695,12906.477113459086,11808.688528069615,12876.170452154462,12132.001961602671,12261.645535521167,12361.301662529151,12749.918607738538,12752.640266884848,1484.9315068493156,2881.016621115881,1676.614073688071,1692.7129842087663,1687.3246648402783,2543.8287258366245,1683.3625319763903,1586.07387312187,2283.58766801579,1779.701492537313,1666.8570325134567,1667.212847858456,25698.082191780828,49858.597237532755,29015.322303282956,29293.9285042092,29200.67876617867,26716.95128939828,29132.110474967056,29399.48005397011,27741.758597636508,27642.252034308338,28846.46788481499,28852.625591038275,6090.136986301369,11815.889016749987,6876.283070850945,6942.309395936654,6920.210327441799,10432.983163583456,6903.96046555409,6967.323846134263,9365.65872183081,9793.009583707697,6836.266600690337,6837.725903144948
