state,year,contest,party,mode,strategy,pct_r2,pct_rmse,pct_mean_abs_error,pct_median_abs_error,pct_mean_abs_pct_error,counts_r2,counts_rmse,counts_mean_abs_error,counts_median_abs_error,counts_mean_abs_pct_error,partisan_r2,partisan_rmse,partisan_mean_abs_error,partisan_median_abs_error,partisan_mean_abs_pct_error
OK,2020,PRES,DEM,party,uniform,0.843204890730832,0.021580158009242206,0.014476608192119548,0.010000000000000009,887187851815.9167,0.8139371440587603,88.68386800591485,52.92615440109643,29.428571428571445,3268295632061073.0,0.8114484709088791,0.056280288100335495,0.03876774991305409,0.02568855937804425,2566301407061.982
OK,2020,PRES,DEM,Absentee,uniform,0.2551932908944152,0.05507287832588222,0.037371819056503074,0.024499293609241253,17005866698681.42,0.4555939696760791,62.396120213338705,32.95731739948528,14.083333333333336,5113858519735688.0,0.2676987614307953,0.1615548211769991,0.1190875632095084,0.08870699930198664,60551422918364.92
OK,2020,PRES,DEM,Early,uniform,0.19269670986325937,0.06598296434097829,0.04333313112495197,0.02944111776447105,23225391301257.16,0.2566400368660827,31.6799081474939,21.238548481305934,14.03846153846154,6712247390456932.0,0.33183986674608335,0.13930045216664827,0.09992758157839203,0.0725318304389761,66204872821579.3
OK,2020,PRES,DEM,party,by_area,0.6920921231164059,0.030241182130266754,0.021294174630896404,0.015305256221649587,166783587578.3166,-0.09883572280675068,215.5168200311608,97.4569069524659,43.60977575121004,199500051351398.9,0.7277436186353416,0.06762858745684652,0.04880162923057341,0.035614506205125795,2274526162948.7256
OK,2020,PRES,DEM,Absentee,by_area,-0.34552618882252384,0.07402221261627039,0.05306853996072162,0.03901745940565965,14043655931425.803,-2.442791240688506,156.91030522259655,62.59149869023949,21.024312035932212,3340382310702970.0,0.2676987614307953,0.1615548211769991,0.1190875632095084,0.08870699930198658,60551422918364.92
OK,2020,PRES,DEM,Early,by_area,-0.38479634380047334,0.086418438666796,0.06109767038256387,0.044338216285892136,24641301286655.043,-2.0155452714711264,63.80684292099621,35.58556273264122,20.511195796748336,8160774513591977.0,0.33183986674608335,0.13930045216664827,0.099927581578392,0.07253183043897607,66204872821579.3
OK,2020,PRES,DEM,party,by_vap,0.8155270525284222,0.023407482514655437,0.015489837135134674,0.009861804325117046,881335018182.8914,0.7696895130676493,98.66693609495805,57.73151433221533,29.842904019688277,3326958505938828.0,0.8078198528846637,0.056819256079602885,0.038999884802624535,0.026103183810946423,2596925222508.3267
OK,2020,PRES,DEM,Absentee,by_vap,0.10730563160074058,0.06029306787376786,0.04061299619237523,0.025628396023568374,16029946022721.809,0.33084094954942067,69.17685291599358,36.388783291716614,14.719099931008863,4921127997099242.0,0.2676987614307953,0.1615548211769991,0.1190875632095084,0.08870699930198658,60551422918364.92
OK,2020,PRES,DEM,Early,by_vap,0.07116442416477453,0.07077548955643148,0.04556169536616909,0.029425402147162678,21285066206714.08,0.1000643461780707,34.857004259592074,22.675660985146536,13.988985457361673,6485386807193020.0,0.33183986674608335,0.13930045216664827,0.09992758157839203,0.07253183043897612,66204872821579.3
OK,2020,PRES,DEM,party,by_cvap,0.8019548298926806,0.02425328062695061,0.01583744889132488,0.009967184718387506,815649135644.5906,0.7449795794718301,103.82507757581882,59.532774681220225,29.910981800173346,3648145537284763.0,0.8084054978812328,0.05673261522913075,0.038875339179326784,0.025943783976735645,2595658674294.2695
OK,2020,PRES,DEM,Absentee,by_cvap,0.02982067866673921,0.0628553127782835,0.04181013176323394,0.02544962127898402,16217140169032.996,0.2692008112403175,72.2928174647615,37.406226442277614,14.9974751398384,5274656550183861.0,0.2676987614307953,0.1615548211769991,0.1190875632095084,0.08870699930198661,60551422918364.92
OK,2020,PRES,DEM,Early,by_cvap,0.02655273833061067,0.07245521931654891,0.046410317886746724,0.0280440589126993,20752043298592.684,-0.011018814814765632,36.94570424484349,23.385131586430738,13.884332925336615,6530002053276284.0,0.33183986674608335,0.13930045216664827,0.099927581578392,0.07253183043897612,66204872821579.3
